,id,join_date,sex,company_type,wfh,designation,work_hours,fatigue_score,burn_rate
21446,fffe3500370036003500,2008-12-20,Female,Product,No,2.0,4.0,0.62,0.58
21447,fffe31003300310035003300,2008-08-04,Male,Product,Yes,1.0,3.0,0.52,0.38
21448,fffe3300380038003300,2008-10-09,Male,Product,No,0.0,1.0,0.36,0.17
21449,fffe3800300036003600,2008-06-04,Female,Service,Yes,1.0,2.0,0.55,0.41
21450,fffe32003600300030003900,2008-02-27,Female,Product,Yes,2.0,4.0,0.42000000000000004,0.3
21451,fffe33003300300030003000,2008-01-29,Female,Service,Yes,2.0,2.0,0.44000000000000006,0.22
21452,fffe33003200360038003200,2008-08-21,Female,Product,Yes,3.0,6.0,0.73,0.53
21453,fffe32003200370036003000,2008-03-08,Female,Service,No,4.0,7.0,0.8300000000000001,0.67
21454,fffe3600390032003500,2008-11-14,Male,Service,Yes,2.0,3.0,0.49000000000000005,0.29
21455,fffe3800350039003500,2008-08-07,Male,Service,No,2.0,5.0,0.5900000000000001,0.55
21456,fffe32003800360033003000,2008-09-16,Male,Service,Yes,1.0,2.0,0.44000000000000006,0.25
21458,fffe32003200370039003400,2008-01-26,Female,Service,Yes,0.0,1.0,0.32999999999999996,0.22
21460,fffe31003400350034003500,2008-05-04,Female,Service,Yes,3.0,4.0,0.5900000000000001,0.43
21461,fffe3100330031003300,2008-11-11,Male,Service,Yes,1.0,4.0,0.54,0.3
21463,fffe32003600340034003000,2008-07-20,Male,Product,No,2.0,4.0,0.73,0.6
21464,fffe31003500300031003400,2008-11-04,Female,Service,No,0.0,1.0,0.0,0.0
21465,fffe32003000380030003100,2008-07-16,Female,Service,Yes,3.0,7.0,0.58,0.56
21466,fffe33003000370034003900,2008-07-10,Male,Product,Yes,3.0,5.0,0.78,0.66
21467,fffe3800300037003000,2008-08-20,Female,Product,No,3.0,6.0,0.71,0.51
21468,fffe32003400330038003500,2008-06-16,Female,Product,Yes,2.0,3.0,0.41,0.26
21470,fffe3400300032003900,2008-04-10,Male,Product,No,4.0,6.0,0.8,0.64
21472,fffe32003400350037003600,2008-11-26,Female,Product,Yes,3.0,6.0,0.53,0.33
21473,fffe31003200330030003500,2008-11-05,Female,Product,Yes,2.0,4.0,0.6599999999999999,0.43
21474,fffe33003200380037003500,2008-07-04,Female,Service,Yes,1.0,2.0,0.48,0.43
21475,fffe32003200390035003000,2008-10-04,Female,Product,No,3.0,7.0,0.65,0.62
21476,fffe3500380032003200,2008-03-13,Female,Product,Yes,2.0,4.0,0.45999999999999996,0.35
21477,fffe32003200390037003100,2008-08-05,Female,Product,No,2.0,4.0,0.6799999999999999,0.46
21478,fffe32003300390032003400,2008-12-31,Female,Service,No,1.0,3.0,0.6799999999999999,0.49
21479,fffe3900340031003200,2008-12-20,Male,Product,No,2.0,5.0,0.63,0.54
21480,fffe32003800390038003600,2008-01-09,Male,Service,Yes,3.0,6.0,0.8099999999999999,0.66
21481,fffe32003400310032003100,2008-02-18,Male,Service,Yes,4.0,7.0,0.77,0.56
21482,fffe32003800390035003600,2008-04-17,Male,Service,Yes,4.0,7.0,0.73,0.57
21483,fffe3700330031003000,2008-01-05,Female,Service,Yes,3.0,5.0,0.51,0.43
21484,fffe33003000320030003700,2008-10-12,Male,Service,Yes,3.0,6.0,0.5700000000000001,0.5
21485,fffe31003400370032003100,2008-04-25,Male,Service,No,2.0,5.0,0.63,0.49
21488,fffe31003700350032003200,2008-10-02,Female,Product,No,3.0,6.0,0.51,0.47
21489,fffe32003100300034003300,2008-09-15,Female,Service,No,3.0,8.0,0.78,0.82
21490,fffe31003800370032003800,2008-08-30,Male,Service,No,2.0,6.0,0.67,0.57
21491,fffe380032003900,2008-12-15,Female,Service,Yes,2.0,3.0,0.33999999999999997,0.23
21492,fffe31003600320034003400,2008-11-04,Female,Product,Yes,4.0,8.0,0.85,0.68
21493,fffe31003500310035003400,2008-03-19,Female,Service,Yes,1.0,2.0,0.01,0.02
21494,fffe31003700390037003100,2008-08-02,Male,Product,Yes,4.0,7.0,0.8,0.6
21495,fffe33003200370036003400,2008-09-24,Female,Product,No,2.0,3.0,0.62,0.38
21496,fffe32003500320034003400,2008-01-16,Female,Product,Yes,3.0,5.0,0.58,0.42
21497,fffe32003800360030003900,2008-08-31,Female,Service,Yes,2.0,5.0,0.47000000000000003,0.4
21498,fffe33003100330037003000,2008-08-11,Male,Product,No,2.0,4.0,0.52,0.3
21499,fffe32003800360032003000,2008-03-13,Male,Product,No,2.0,4.0,0.4,0.31
21500,fffe3400370032003400,2008-02-17,Male,Product,No,3.0,5.0,0.79,0.65
21501,fffe33003000310039003600,2008-11-25,Male,Product,Yes,3.0,6.0,0.49000000000000005,0.38
21502,fffe3500340037003600,2008-12-06,Female,Service,Yes,4.0,8.0,0.86,0.8
21503,fffe31003900380031003500,2008-04-16,Female,Product,Yes,4.0,9.0,0.97,0.83
21504,fffe31003100360031003400,2008-04-10,Female,Product,No,3.0,6.0,0.58,0.52
21505,fffe31003600310032003700,2008-01-28,Female,Product,Yes,2.0,4.0,0.71,0.5
21506,fffe33003100310038003200,2008-05-02,Male,Service,Yes,3.0,6.0,0.77,0.58
21508,fffe33003000330036003200,2008-08-22,Female,Product,Yes,1.0,2.0,0.52,0.32
21509,fffe32003800380034003200,2008-07-08,Male,Service,No,0.0,2.0,0.29,0.13
21510,fffe32003800370030003700,2008-12-02,Male,Service,No,4.0,8.0,0.72,0.63
21511,fffe32003900350031003200,2008-04-16,Female,Product,No,2.0,3.0,0.39,0.24
21512,fffe33003400340031003900,2008-03-05,Male,Product,Yes,0.0,1.0,0.53,0.34
21513,fffe32003300350038003100,2008-04-03,Female,Product,Yes,3.0,4.0,0.54,0.49
21515,fffe32003100310035003200,2008-01-20,Male,Service,No,1.0,2.0,0.38,0.29
21516,fffe3200340030003600,2008-03-24,Female,Service,Yes,2.0,3.0,0.52,0.34
21519,fffe32003300380030003900,2008-07-13,Male,Product,No,3.0,7.0,0.6900000000000001,0.54
21522,fffe32003300360036003100,2008-03-22,Male,Service,No,3.0,6.0,0.51,0.3
21523,fffe31003700310031003400,2008-04-13,Male,Product,No,1.0,1.0,0.38,0.18
21524,fffe32003800340035003200,2008-03-29,Male,Service,No,2.0,4.0,0.4,0.26
21525,fffe3100360036003500,2008-05-01,Female,Service,Yes,1.0,1.0,0.27,0.18
21526,fffe320033003700,2008-04-20,Female,Service,Yes,1.0,2.0,0.36,0.28
21527,fffe32003000360039003800,2008-04-30,Male,Product,Yes,1.0,2.0,0.39,0.22
21528,fffe33003300370033003900,2008-03-09,Male,Service,No,4.0,8.0,0.89,0.71
21530,fffe32003900320030003800,2008-09-29,Male,Service,No,2.0,5.0,0.44000000000000006,0.34
21532,fffe33003000360038003900,2008-08-21,Male,Service,Yes,2.0,5.0,0.71,0.53
21533,fffe31003200330031003900,2008-01-17,Male,Service,No,1.0,1.0,0.31,0.22
21534,fffe31003500380030003100,2008-09-03,Female,Product,Yes,0.0,1.0,0.06,0.03
21535,fffe31003700340031003400,2008-02-01,Male,Service,No,4.0,8.0,0.75,0.7
21536,fffe31003800320033003000,2008-10-22,Female,Service,Yes,1.0,4.0,0.5599999999999999,0.38
21537,fffe31003600320031003900,2008-10-12,Female,Product,No,1.0,2.0,0.58,0.36
21538,fffe33003400300031003400,2008-01-08,Male,Service,No,3.0,6.0,0.77,0.68
21539,fffe32003400360038003000,2008-08-08,Female,Service,Yes,2.0,3.0,0.63,0.5
21540,fffe31003700330033003900,2008-07-23,Female,Product,Yes,4.0,8.0,0.61,0.6
21541,fffe32003600310036003700,2008-01-24,Female,Product,Yes,3.0,5.0,0.32,0.27
21542,fffe33003400370037003600,2008-04-15,Male,Service,No,2.0,4.0,0.42000000000000004,0.31
21543,fffe33003200350034003200,2008-09-14,Male,Service,No,4.0,7.0,0.77,0.74
21544,fffe31003200320039003800,2008-11-19,Male,Service,Yes,2.0,5.0,0.37,0.31
21545,fffe32003300370034003300,2008-10-09,Female,Service,Yes,1.0,2.0,0.47000000000000003,0.29
21546,fffe33003000380038003100,2008-09-03,Female,Product,No,2.0,5.0,0.8400000000000001,0.71
21547,fffe32003000350036003200,2008-11-06,Female,Service,Yes,2.0,3.0,0.45,0.37
21549,fffe3100390030003000,2008-04-30,Female,Product,No,3.0,7.0,0.5700000000000001,0.53
21550,fffe32003000380031003400,2008-10-24,Male,Product,No,3.0,6.0,0.73,0.63
21551,fffe3800310039003200,2008-06-10,Female,Service,Yes,1.0,4.0,0.61,0.38
21553,fffe360038003300,2008-07-01,Female,Service,Yes,4.0,8.0,0.78,0.6
21554,fffe33003300350030003400,2008-04-03,Male,Product,No,2.0,3.0,0.35,0.17
21555,fffe31003000350039003300,2008-01-31,Male,Service,No,4.0,7.0,0.74,0.52
21556,fffe3500360030003800,2008-04-21,Male,Product,Yes,2.0,4.0,0.47000000000000003,0.38
21557,fffe31003600370030003100,2008-12-14,Male,Service,Yes,3.0,8.0,0.74,0.72
21558,fffe32003900390037003300,2008-10-04,Female,Product,Yes,1.0,3.0,0.41,0.19
21559,fffe3900390039003800,2008-04-19,Female,Service,Yes,3.0,5.0,0.64,0.41
21560,fffe33003000340039003200,2008-02-09,Male,Service,Yes,2.0,3.0,0.52,0.28
21561,fffe32003600310030003700,2008-06-12,Male,Product,Yes,4.0,7.0,0.78,0.77
21562,fffe32003200380031003000,2008-07-28,Female,Service,Yes,4.0,8.0,0.89,0.74
21564,fffe32003100320035003500,2008-10-13,Male,Service,No,3.0,5.0,0.7,0.47
21565,fffe31003300320036003700,2008-10-19,Male,Service,Yes,3.0,4.0,0.55,0.49
21566,fffe33003200360032003900,2008-04-30,Male,Service,Yes,4.0,7.0,0.6799999999999999,0.65
21567,fffe33003400360032003600,2008-09-30,Male,Service,No,2.0,5.0,0.42000000000000004,0.35
21568,fffe31003900320036003800,2008-05-28,Female,Service,No,4.0,8.0,0.8400000000000001,0.77
21569,fffe31003300340034003100,2008-01-20,Female,Service,Yes,3.0,5.0,0.45999999999999996,0.34
21570,fffe32003600360039003100,2008-10-24,Female,Service,No,2.0,4.0,0.6900000000000001,0.6
21571,fffe3500340034003500,2008-02-10,Male,Service,Yes,1.0,3.0,0.5700000000000001,0.5
21572,fffe33003000340034003900,2008-04-10,Male,Service,Yes,4.0,9.0,0.9,0.73
21573,fffe33003100300038003900,2008-11-06,Male,Service,No,4.0,7.0,0.72,0.62
21574,fffe31003000340038003300,2008-07-16,Male,Product,No,1.0,2.0,0.55,0.4
21575,fffe32003900380034003400,2008-04-04,Female,Product,Yes,3.0,5.0,0.6799999999999999,0.58
21576,fffe380038003400,2008-09-20,Male,Product,No,5.0,8.0,0.95,0.82
21577,fffe31003700360039003900,2008-06-20,Female,Service,No,2.0,5.0,0.58,0.39
21578,fffe31003700340036003100,2008-02-11,Male,Product,Yes,1.0,3.0,0.5,0.37
21579,fffe32003500300033003700,2008-12-07,Male,Product,Yes,2.0,5.0,0.5,0.33
21580,fffe3300350032003000,2008-05-19,Female,Service,No,5.0,10.0,0.99,1.0
21581,fffe3300350031003900,2008-05-06,Female,Product,No,4.0,9.0,0.8099999999999999,0.81
21582,fffe32003400320037003200,2008-01-18,Female,Product,Yes,2.0,2.0,0.25,0.16
21585,fffe3800330033003100,2008-05-31,Female,Product,Yes,2.0,3.0,0.43,0.26
21586,fffe31003700360031003300,2008-01-14,Male,Service,Yes,2.0,3.0,0.53,0.37
21587,fffe31003200350038003300,2008-01-04,Female,Service,Yes,1.0,4.0,0.5,0.37
21592,fffe32003400360034003600,2008-03-03,Male,Product,No,2.0,5.0,0.65,0.52
21594,fffe31003400330032003000,2008-05-10,Male,Product,No,4.0,7.0,0.6799999999999999,0.61
21595,fffe31003100330035003300,2008-08-30,Female,Service,Yes,3.0,6.0,0.53,0.42
21596,fffe33003400300038003100,2008-03-10,Female,Product,No,3.0,6.0,0.65,0.48
21597,fffe32003300380031003900,2008-05-10,Female,Service,Yes,1.0,1.0,0.25,0.16
21598,fffe3900330030003400,2008-03-08,Female,Service,No,2.0,5.0,0.52,0.32
21601,fffe31003100330030003000,2008-09-30,Female,Product,No,2.0,3.0,0.4,0.33
21602,fffe32003300300031003400,2008-05-01,Male,Service,No,4.0,6.0,0.6,0.58
21603,fffe33003200380034003700,2008-04-04,Female,Product,Yes,1.0,3.0,0.42000000000000004,0.32
21604,fffe31003200380039003500,2008-03-06,Female,Product,No,1.0,4.0,0.5,0.46
21605,fffe32003100310039003500,2008-08-10,Male,Service,Yes,1.0,1.0,0.39,0.29
21607,fffe33003000390036003600,2008-04-21,Male,Service,No,4.0,7.0,0.9,0.78
21609,fffe3600330036003600,2008-09-14,Female,Service,Yes,3.0,4.0,0.62,0.47
21610,fffe32003100380032003500,2008-08-27,Male,Service,No,2.0,6.0,0.71,0.7
21611,fffe3600370035003800,2008-05-31,Female,Product,No,3.0,6.0,0.8,0.66
21612,fffe3500320039003800,2008-06-02,Male,Product,Yes,1.0,2.0,0.04,0.0
21613,fffe31003300390034003900,2008-09-24,Female,Service,Yes,1.0,1.0,0.2,0.04
21614,fffe3600310034003800,2008-07-22,Female,Service,Yes,1.0,3.0,0.53,0.29
21616,fffe31003600370038003100,2008-05-16,Female,Product,No,3.0,4.0,0.5599999999999999,0.43
21617,fffe32003000340031003000,2008-03-26,Female,Product,No,2.0,4.0,0.45,0.4
21618,fffe33003400380030003700,2008-06-06,Male,Service,Yes,1.0,2.0,0.11000000000000001,0.04
21619,fffe31003400310035003700,2008-07-05,Male,Service,Yes,1.0,3.0,0.58,0.34
21620,fffe32003200380030003700,2008-06-03,Female,Service,No,2.0,3.0,0.48,0.38
21621,fffe350039003200,2008-06-07,Male,Service,No,3.0,6.0,0.74,0.54
21622,fffe3500370039003900,2008-08-15,Male,Service,No,2.0,5.0,0.65,0.41
21623,fffe32003700360033003200,2008-10-01,Male,Product,No,3.0,5.0,0.64,0.42
21624,fffe3400390034003600,2008-08-17,Male,Service,No,3.0,5.0,0.5700000000000001,0.52
21625,fffe32003500310030003000,2008-01-22,Female,Service,Yes,1.0,3.0,0.42000000000000004,0.34
21627,fffe3700310030003300,2008-06-06,Male,Product,Yes,2.0,3.0,0.52,0.44
21628,fffe32003000310038003900,2008-10-14,Female,Service,Yes,1.0,2.0,0.49000000000000005,0.37
21629,fffe33003200390030003600,2008-05-12,Female,Service,Yes,2.0,4.0,0.73,0.5
21631,fffe31003300310030003000,2008-01-25,Male,Product,Yes,2.0,4.0,0.53,0.45
21633,fffe32003400340032003800,2008-12-16,Male,Product,Yes,2.0,5.0,0.72,0.51
21634,fffe3900310033003500,2008-09-11,Female,Service,Yes,3.0,4.0,0.54,0.47
21635,fffe31003400330037003700,2008-03-25,Male,Product,No,3.0,7.0,0.6799999999999999,0.63
21636,fffe33003200380037003800,2008-10-12,Female,Service,Yes,2.0,3.0,0.47000000000000003,0.39
21637,fffe3500390036003100,2008-03-18,Male,Service,No,3.0,5.0,0.72,0.52
21638,fffe31003400320038003600,2008-04-30,Male,Product,No,4.0,7.0,0.9400000000000001,0.88
21639,fffe33003000380035003200,2008-04-23,Male,Service,No,1.0,1.0,0.0,0.0
21640,fffe31003700360036003100,2008-04-02,Male,Service,Yes,2.0,5.0,0.65,0.46
21641,fffe31003700350032003000,2008-01-25,Male,Service,Yes,3.0,6.0,0.72,0.65
21642,fffe32003600380031003300,2008-12-31,Female,Service,Yes,3.0,6.0,0.58,0.5
21643,fffe31003400360031003200,2008-02-11,Female,Service,No,2.0,5.0,0.8,0.64
21644,fffe320036003700,2008-05-10,Male,Service,No,4.0,8.0,0.9400000000000001,0.81
21645,fffe31003100340034003900,2008-08-08,Female,Service,No,0.0,2.0,0.31,0.12
21649,fffe31003400320030003400,2008-06-10,Male,Service,Yes,2.0,4.0,0.52,0.34
21650,fffe31003900350038003500,2008-09-17,Male,Product,Yes,2.0,1.0,0.22000000000000003,0.09
21651,fffe3300390031003800,2008-10-11,Male,Service,No,2.0,4.0,0.58,0.38
21654,fffe32003400380039003500,2008-07-28,Female,Service,Yes,2.0,4.0,0.53,0.37
21655,fffe32003100360037003500,2008-05-12,Male,Service,Yes,4.0,8.0,0.76,0.65
21658,fffe33003300350031003200,2008-02-08,Female,Service,Yes,0.0,1.0,0.16,0.02
21659,fffe33003400370034003100,2008-05-21,Male,Service,Yes,3.0,6.0,0.6599999999999999,0.5
21660,fffe33003000370036003200,2008-03-21,Female,Product,Yes,2.0,5.0,0.65,0.49
21661,fffe31003800310032003700,2008-10-21,Female,Product,Yes,2.0,3.0,0.45999999999999996,0.36
21662,fffe33003100310034003900,2008-10-09,Female,Service,No,2.0,2.0,0.45,0.27
21664,fffe3100300035003300,2008-01-26,Male,Product,No,3.0,6.0,0.63,0.52
21665,fffe32003900360030003300,2008-10-12,Male,Product,No,3.0,6.0,0.61,0.52
21666,fffe3500350032003800,2008-11-20,Male,Service,Yes,1.0,1.0,0.22000000000000003,0.14
21668,fffe31003400360031003100,2008-05-21,Male,Service,No,3.0,7.0,0.8400000000000001,0.65
21669,fffe3100330033003600,2008-12-24,Female,Service,No,1.0,4.0,0.55,0.34
21670,fffe31003300370031003600,2008-06-22,Female,Service,Yes,2.0,5.0,0.53,0.5
21672,fffe33003200360034003200,2008-06-18,Male,Service,No,1.0,3.0,0.48,0.36
21673,fffe32003900390039003000,2008-03-21,Female,Service,Yes,3.0,6.0,0.48,0.41
21674,fffe32003200380039003100,2008-07-25,Female,Service,Yes,3.0,8.0,0.9199999999999999,0.95
21675,fffe32003300370032003800,2008-11-06,Female,Service,No,3.0,7.0,0.86,0.68
21676,fffe32003700350036003700,2008-01-27,Male,Service,Yes,0.0,2.0,0.31,0.18
21677,fffe32003400320039003900,2008-11-22,Female,Product,No,3.0,7.0,0.79,0.63
21678,fffe32003200350032003400,2008-09-06,Female,Product,Yes,4.0,7.0,0.6599999999999999,0.61
21679,fffe33003400380036003300,2008-08-25,Female,Service,No,3.0,5.0,0.58,0.5
21680,fffe3400340039003600,2008-10-16,Female,Service,Yes,2.0,6.0,0.74,0.52
21681,fffe32003400310030003100,2008-06-17,Female,Service,No,0.0,1.0,0.24,0.09
21682,fffe32003400330030003600,2008-08-23,Male,Service,Yes,4.0,8.0,0.7,0.72
21684,fffe32003400320031003100,2008-08-09,Male,Product,Yes,3.0,7.0,0.85,0.85
21685,fffe31003900310036003300,2008-07-14,Female,Service,Yes,1.0,2.0,0.65,0.44
21686,fffe32003600360039003400,2008-12-22,Male,Product,Yes,2.0,4.0,0.52,0.38
21687,fffe31003500370039003200,2008-12-19,Male,Product,No,1.0,4.0,0.6799999999999999,0.55
21688,fffe31003300390030003600,2008-01-07,Female,Service,Yes,2.0,5.0,0.72,0.57
21689,fffe3500390032003800,2008-05-08,Female,Service,Yes,2.0,2.0,0.32,0.19
21690,fffe3600300035003800,2008-03-04,Male,Product,Yes,2.0,4.0,0.51,0.46
21691,fffe31003500300030003700,2008-10-13,Male,Service,Yes,3.0,6.0,0.62,0.49
21692,fffe32003000300030003700,2008-03-30,Female,Service,No,3.0,7.0,0.8699999999999999,0.83
21693,fffe33003300310036003300,2008-09-19,Female,Product,Yes,2.0,4.0,0.39,0.28
21694,fffe33003000330034003100,2008-01-30,Female,Product,Yes,0.0,1.0,0.31,0.15
21695,fffe3200380037003900,2008-07-29,Male,Service,Yes,2.0,4.0,0.54,0.46
21696,fffe32003500340038003500,2008-05-09,Female,Product,No,4.0,8.0,0.8,0.68
21697,fffe31003400350030003500,2008-09-18,Female,Service,Yes,3.0,4.0,0.48,0.4
21698,fffe32003700320030003900,2008-04-10,Male,Service,No,2.0,5.0,0.58,0.52
21699,fffe31003100380030003400,2008-06-16,Female,Product,Yes,1.0,4.0,0.54,0.42
21700,fffe31003700360031003500,2008-01-31,Male,Service,No,2.0,4.0,0.64,0.62
21704,fffe33003000360031003900,2008-06-28,Male,Service,Yes,2.0,3.0,0.65,0.48
21707,fffe3100390032003300,2008-09-07,Female,Product,Yes,3.0,5.0,0.65,0.49
21708,fffe32003100310032003100,2008-03-31,Female,Service,Yes,3.0,6.0,0.8300000000000001,0.69
21709,fffe31003300330035003800,2008-07-14,Female,Service,No,4.0,6.0,0.79,0.66
21710,fffe3800300039003700,2008-01-27,Male,Service,No,3.0,6.0,0.71,0.58
21711,fffe33003200390036003100,2008-08-06,Female,Service,Yes,1.0,2.0,0.64,0.46
21713,fffe31003000320035003700,2008-06-12,Female,Service,No,2.0,3.0,0.52,0.28
21714,fffe32003200310031003200,2008-06-13,Male,Service,No,5.0,9.0,0.96,0.86
21715,fffe31003100360039003200,2008-12-26,Male,Service,Yes,4.0,6.0,0.6,0.52
21716,fffe32003000330039003000,2008-06-28,Female,Service,No,3.0,5.0,0.77,0.57
21717,fffe32003700340036003000,2008-10-15,Female,Service,Yes,3.0,5.0,0.6,0.37
21718,fffe33003100370039003100,2008-02-10,Female,Service,No,2.0,3.0,0.36,0.19
21719,fffe3400350037003300,2008-07-04,Male,Product,Yes,3.0,6.0,0.74,0.67
21720,fffe33003300310039003800,2008-05-10,Male,Product,No,2.0,4.0,0.67,0.47
21721,fffe32003000370031003200,2008-07-24,Male,Service,No,3.0,6.0,0.6599999999999999,0.66
21722,fffe33003000380035003500,2008-11-08,Male,Service,Yes,2.0,4.0,0.8,0.64
21724,fffe32003800300030003400,2008-07-06,Female,Service,Yes,3.0,5.0,0.6,0.4
21725,fffe33003200330039003900,2008-12-14,Female,Service,No,0.0,1.0,0.06999999999999999,0.0
21726,fffe32003900360032003600,2008-01-15,Male,Service,No,2.0,3.0,0.41,0.25
21727,fffe3800370037003600,2008-10-04,Male,Service,No,0.0,2.0,0.33999999999999997,0.25
21728,fffe32003100320036003100,2008-09-24,Female,Product,Yes,2.0,5.0,0.72,0.51
21730,fffe3300300037003400,2008-11-06,Female,Product,No,2.0,4.0,0.6599999999999999,0.47
21731,fffe32003700370038003400,2008-09-16,Female,Service,No,3.0,6.0,0.85,0.67
21732,fffe33003000300034003000,2008-09-08,Female,Product,No,2.0,4.0,0.5700000000000001,0.53
21733,fffe3200380036003900,2008-06-25,Male,Service,No,3.0,4.0,0.64,0.44
21735,fffe33003400340032003700,2008-04-20,Female,Service,Yes,3.0,5.0,0.5700000000000001,0.47
21736,fffe32003500360035003100,2008-09-16,Female,Service,Yes,1.0,3.0,0.48,0.4
21737,fffe33003300390039003100,2008-05-11,Male,Service,Yes,2.0,4.0,0.52,0.29
21739,fffe31003400350037003100,2008-06-10,Male,Service,No,2.0,4.0,0.77,0.58
21740,fffe3700360032003600,2008-11-06,Male,Product,Yes,3.0,6.0,0.58,0.47
21741,fffe31003200300034003800,2008-09-06,Male,Product,No,1.0,2.0,0.58,0.5
21742,fffe33003000340036003400,2008-04-28,Female,Service,No,2.0,3.0,0.2,0.14
21743,fffe3800340033003300,2008-11-06,Male,Service,Yes,3.0,6.0,0.76,0.54
21745,fffe33003100370031003700,2008-03-17,Male,Service,Yes,2.0,3.0,0.4,0.21
21746,fffe32003900390033003300,2008-03-27,Male,Service,Yes,4.0,8.0,0.82,0.76
21747,fffe33003000310033003300,2008-07-16,Male,Product,No,4.0,7.0,0.6599999999999999,0.54
21748,fffe31003600380034003800,2008-10-04,Female,Service,Yes,0.0,3.0,0.4,0.3
21749,fffe32003000300038003400,2008-06-01,Female,Product,Yes,2.0,3.0,0.38,0.25
21750,fffe33003300340031003300,2008-01-07,Female,Product,Yes,1.0,5.0,0.73,0.53
21751,fffe3600340034003700,2008-07-11,Female,Product,Yes,3.0,5.0,0.5900000000000001,0.52
21752,fffe32003100320034003900,2008-03-11,Male,Service,No,1.0,5.0,0.7,0.55
21753,fffe3100320033003000,2008-03-02,Female,Product,No,2.0,4.0,0.62,0.59
21754,fffe33003300390030003000,2008-10-20,Female,Service,Yes,0.0,1.0,0.22000000000000003,0.11
21755,fffe31003600380032003500,2008-08-19,Male,Service,Yes,1.0,2.0,0.51,0.27
21756,fffe33003400310031003100,2008-04-15,Female,Product,Yes,3.0,5.0,0.63,0.61
21757,fffe33003100360035003000,2008-07-09,Female,Service,No,3.0,5.0,0.41,0.35
21758,fffe3400330032003200,2008-09-23,Female,Product,Yes,3.0,6.0,0.63,0.51
21759,fffe32003400340037003000,2008-09-19,Male,Service,No,3.0,5.0,0.5599999999999999,0.43
21760,fffe32003300350032003000,2008-07-18,Female,Service,No,4.0,7.0,0.8099999999999999,0.64
21761,fffe3600390039003400,2008-01-31,Male,Product,No,1.0,3.0,0.5,0.37
21763,fffe31003200310037003800,2008-10-09,Male,Product,Yes,2.0,4.0,0.58,0.39
21764,fffe31003700380038003700,2008-07-30,Female,Product,Yes,3.0,5.0,0.5,0.34
21765,fffe33003300390034003700,2008-10-09,Male,Service,No,3.0,7.0,0.79,0.63
21766,fffe31003700390032003700,2008-07-23,Male,Service,No,2.0,3.0,0.5,0.4
21767,fffe32003000350032003500,2008-09-03,Male,Product,Yes,4.0,7.0,0.8099999999999999,0.67
21769,fffe32003400330032003300,2008-11-25,Male,Service,Yes,1.0,2.0,0.38,0.27
21770,fffe31003500340030003600,2008-04-25,Female,Service,No,3.0,6.0,0.61,0.53
21771,fffe33003400390039003900,2008-08-11,Male,Service,No,4.0,7.0,0.74,0.61
21774,fffe3700320033003200,2008-09-30,Female,Product,Yes,3.0,6.0,0.72,0.59
21775,fffe33003300310030003500,2008-12-30,Male,Product,No,3.0,4.0,0.37,0.28
21776,fffe3900310031003100,2008-07-05,Male,Product,No,2.0,5.0,0.58,0.55
21777,fffe32003000370038003600,2008-02-13,Female,Product,Yes,1.0,3.0,0.49000000000000005,0.35
21780,fffe32003800320036003700,2008-04-19,Female,Service,Yes,2.0,5.0,0.6799999999999999,0.67
21781,fffe32003000360037003200,2008-05-24,Male,Product,Yes,2.0,4.0,0.36,0.25
21783,fffe31003200380034003700,2008-03-03,Female,Product,No,3.0,5.0,0.54,0.36
21784,fffe31003100330031003500,2008-04-03,Female,Service,No,4.0,8.0,0.6900000000000001,0.6
21786,fffe33003300300035003800,2008-12-15,Male,Service,Yes,2.0,4.0,0.6900000000000001,0.47
21787,fffe33003400360032003500,2008-04-01,Male,Service,Yes,3.0,5.0,0.54,0.39
21788,fffe31003200300034003500,2008-09-05,Male,Service,No,3.0,8.0,0.85,0.79
21789,fffe31003800360039003700,2008-06-25,Female,Service,No,2.0,3.0,0.36,0.24
21790,fffe32003400370030003900,2008-10-23,Male,Service,Yes,2.0,3.0,0.4,0.28
21791,fffe3700340032003200,2008-03-19,Female,Product,No,1.0,3.0,0.61,0.36
21792,fffe3500310038003100,2008-06-17,Female,Product,Yes,3.0,6.0,0.53,0.37
21793,fffe31003900330036003900,2008-01-17,Female,Service,Yes,2.0,3.0,0.63,0.39
21794,fffe3700390038003300,2008-02-12,Male,Service,Yes,0.0,1.0,0.51,0.28
21795,fffe33003000350030003300,2008-01-16,Female,Product,No,5.0,8.0,0.9199999999999999,0.86
21796,fffe31003200320036003600,2008-06-13,Female,Product,No,2.0,4.0,0.32999999999999996,0.24
21797,fffe3900340039003000,2008-08-28,Female,Service,Yes,0.0,2.0,0.27999999999999997,0.2
21798,fffe3800320030003300,2008-06-14,Female,Service,Yes,3.0,5.0,0.62,0.4
21799,fffe31003200340038003100,2008-06-22,Male,Service,No,4.0,8.0,0.93,0.84
21800,fffe330039003800,2008-05-14,Male,Product,No,2.0,5.0,0.42000000000000004,0.37
21801,fffe3600350034003700,2008-07-27,Female,Product,Yes,1.0,3.0,0.18,0.11
21803,fffe33003200370030003100,2008-08-13,Male,Service,No,3.0,5.0,0.64,0.5
21804,fffe31003500380034003900,2008-01-14,Female,Product,No,3.0,5.0,0.71,0.56
21805,fffe31003600320031003200,2008-01-01,Female,Service,Yes,2.0,4.0,0.45999999999999996,0.41
